name,lat,lng,address,zone,uid,_geo/lat,_geo/lng,searchScore,popularityScore,lat_scaled,lng_scaled,cluster
Subal Chand Chandra thakurbari,22.580331,88.367952,"Bechu Chatterjee St, City College, Kolkata - 700006, WB, India",CCU-N,zCLvu23,22.580331,88.367952,0,,0.280840907,0.076819501,4
Joygobinda Laha,22.582576,88.370638,"Rama Prasad Roy Ln, City College, Kolkata - 700006, WB, India",CCU-N,Ept4d0c,22.582576,88.370638,0,,0.313988968,0.151242267,4
chorbagan Seal Bagan,22.582938,88.359263,"Muktaram Babu Street, Machua Bazar, Kolkata - 700007, WB, India",CCU-N,55RWYr5,22.582938,88.359263,0,,0.319334001,-0.163932329,4
Motilal Seal bari,22.57594,88.358192,"Md Jan Higher Secondary School, 9B, Bolai Dutta Street, Ward 43, Kolkata - 700073, WB, India",CCU-N,KRklfA5,22.57594,88.358192,0,,0.216006548,-0.19360723,4
Badan Chandra roy Bari,22.575254,88.358339,"Colootola Street, Central Avenue 2, Kolkata - 700073, WB, India",CCU-N,yy3L0V4,22.575254,88.358339,0,,0.205877563,-0.189534204,4
Colootala Dhar Bari,22.573947,88.357806,"Dendra Mullick Ln, Central Avenue 2, Kolkata - 700073, WB, India",CCU-N,GGSPuTi,22.573947,88.357806,0,,0.186579338,-0.204302385,4
Kundu Bari,22.585701,88.362053,"Machua Bazar North, Kolkata - 700007, WB, India",CCU-N,PhaEMtr,22.585701,88.362053,0,,0.360130478,-0.086627967,4
Amritlal dawn debottar Estate,22.596382,88.361089,"Daw Ln, Ward 19, Kolkata - 700037, WB, India",CCU-N,CF4k6GT,22.596382,88.361089,0,,0.51783847,-0.113338148,4
Adhar laal Sen,22.596865,88.358915,"Golak Dutta Ln, Kashi Mitra, Kolkata - 700003, WB, India",CCU-N,3ZM41tg,22.596865,88.358915,0,,0.524970102,-0.173574594,4
Kabiraj Ganga Prasad Sen Bari,22.601627,88.360778,"Strand Bank Road, Kashi Mitra, Kolkata - 711101, WB, India",CCU-N,Srx5vSd,22.601627,88.360778,0,,0.595282381,-0.121955229,4
Motilal Durga Bari,22.56776,88.361742,"Bowbazar, Kolkata - 700013, WB, India",CCU-N,SYMEKdA,22.56776,88.361742,0,,0.09522653,-0.095245048,4
Dutta Bari,22.568145,88.360783,"Hidaram Banerjee Ln, Chandni Chowk East, Kolkata - 700013, WB, India",CCU-N,a76WIix,22.568145,88.360783,0,,0.100911164,-0.121816691,4
Nilmani deys Thakurbari,22.566697,88.362492,"Hidaram Banerjee Ln, Chandni Chowk East, Kolkata - 700013, WB, India",CCU-N,TaqpA3S,22.566697,88.362492,0,,0.079531034,-0.074464305,4
Akrur Dutta dalanbari,22.565216,88.359976,"Akrur Dutta Ln, Chandni Chowk, Kolkata - 700013, WB, India",CCU-N,Kz2NKJT,22.565216,88.359976,0,,0.057663649,-0.14417677,4
Ramgopal Saha House,22.564456,88.362558,"Akrur Dutta Ln, Chandni Chowk, Kolkata - 700013, WB, India",CCU-N,mQv4J5A,22.564456,88.362558,0,,0.046442034,-0.0726356,4
Garia Amra Kajan Club,22.463407,88.384064,"Fartabad More, Garia Station Road, Opp. Harimati Devi Girls High School, P.O. Garia, Kolkata-700084",CCU-S,gkEefwo,22.463407,88.384064,0,,-1.445575082,0.523245268,1
Sonarpur Sadharan Sammilani Club,22.429067,88.417069,"Aghore Sarani, Paschatya Para, Harinavi, Kolkata, West Bengal 700150",CCU-S,qB2r3Yv,22.429067,88.417069,0,,-1.952614912,1.437736481,1
Laskarpur Jagriti Sangha,22.452458,88.385628,"Ramkrishna Nagar Rd, Ramkrishna Nagar, Garia Gardens, Rabindra Nagar, Kolkata, West Bengal 700153",CCU-S,7qF9smt,22.452458,88.385628,0,,-1.607240169,0.566580043,1
Keyatala Pally Samity,22.514798,88.362216,"CIT Scheme 47, Hindustan Park, Kalighat, Kolkata, West Bengal 700029",CCU-S,xcbbbZi,22.514798,88.362216,0,,-0.686772406,-0.082111619,1
Alipore Sarbojanin Durgotsav Committee,22.518574,88.335492,"27/1 A, Alipore Road, Alipore, Kolkata, West Bengal 700027",CCU-S,Q3HZyfE,22.518574,88.335492,0,,-0.631018696,-0.82257104,3
Bhowanipore De Bari Durga Puja,22.535016,88.343559,"26/E, Chandra Nath Chatterjee Street, Bhowanipore, Kolkata ? 700025",CCU-S,sYPsu3y,22.535016,88.343559,0,,-0.388247907,-0.599053372,1
Hindustan Club,22.520159,88.360721,"37/B, Hindusthan Rd, Dover Terrace, Ballygunge, Kolkata, West Bengal 700019",CCU-S,5LbpFZo,22.520159,88.360721,0,,-0.607615722,-0.123534566,1
Dhalua Naboday Sangha,22.472903,88.407973,"Dhalua (west), at Shiv Durga Mandir, near Saha Panchil",CCU-S,hsP90JV,22.472903,88.407973,0,,-1.305363951,1.185707635,1
Putiary Sarbojanin Durgotsab Committee (Putiary Club),22.480004,88.343098,"1, Jadu Nath Ukil Rd, Banerjee Para, Paschim Putiary, Kolkata, West Bengal 700041",CCU-S,0HngByH,22.480004,88.343098,0,,-1.200515674,-0.611826602,1
Barisha Milani Sangha Durga Puja,22.477121,88.308909,"177, Narayan Roy Rd, Sakher Bazar, Paschim Barisha, Kolkata, West Bengal 700063",CCU-S,TT0fIXv,22.477121,88.308909,0,,-1.243083986,-1.559123681,3
Naktala Pally Mangal Samity,22.476804,88.367324,"Naktala, Garia, Kolkata, West Bengal 700047",CCU-S,hdgpP9A,22.476804,88.367324,0,,-1.247764581,0.059419092,1
Chetla Agrani Club,22.516266,88.336802,"14, Peary Mohan Roy Rd, Chetla, Kolkata, West Bengal 700027",CCU-S,ptHQmyi,22.516266,88.336802,0,,-0.66509697,-0.786274009,3
Garfa Kantapukur Sarbojanin Durgapuja,22.499306,88.384615,"67/A GARFA GOURANGA SARANI67/A GARFA GOURANGA SARANI, Kolkata-700078",CCU-S,OOuRebe,22.499306,88.384615,0,,-0.915516175,0.538512187,1
Santi Doot Sangha,22.48025,88.294954,"Satin Sen Pally, Sarsuna, Kolkata, West Bengal 700061",CCU-S,JEHWvcD,22.48025,88.294954,0,,-1.196883415,-1.945784032,3
Adi Lake Palli Club,22.514823,88.349521,"Adi Lake Palli Club,, Lake Place Road, Kalighat, Kolkata, West Bengal 700029",CCU-S,kVk9Tv6,22.514823,88.349521,0,,-0.686403274,-0.433860322,1
Nutan Probhati Sangha,22.517857,88.348088,"Prince Golam Md Rd, Manoharpukur, Kalighat, Kolkata, West Bengal 700029",CCU-S,YOzHfqi,22.517857,88.348088,0,,-0.641605404,-0.473565394,1
Mayurbhanj Durgotsab Samity,22.531475,88.326238,"57/2,D.H. Road, Kolkata-700023 (Near Calcutta Medical Research Institute)",CCU-S,zxUXEw8,22.531475,88.326238,0,,-0.440531776,-1.078977696,3
Eden City Durga Puja,22.493402,88.210956,"New Budge Budge Trunk Road, Parbangla, Sarengabad, Kolkata-700137",CCU-S,eye5PBG,22.493402,88.210956,0,,-1.002690408,-4.27317179,3
Palli Unnayan Samity (Basudevpur),22.478279,88.342126,"400/3, Banerjee Para Rd, Kudghat, Banerjee Para, Paschim Putiary, Kolkata, West Bengal 700041",CCU-S,9WhBB5A,22.478279,88.342126,0,,-1.225985788,-0.638758444,1
Acharya Prafulla Sangha,22.490906,88.313275,"P-7, Dr Akshay Kumar Paul Rd, Shimultala, Gopinagar, Behala, Kolkata, West Bengal 700034",CCU-S,mbqLjDl,22.490906,88.313275,0,,-1.039544555,-1.438152051,3
Monohar Pukur Sarbojonin Durgotsob Committee,22.519528,88.350601,"22,Bipin pal Road, Kolkata-26",CCU-S,KWeJ2BS,22.519528,88.350601,0,,-0.616932616,-0.403936053,1
Jubamaitry Durga Puja(Kalighat),22.522455,88.343871,"39, Mahim Halder St, Kalighat, Kolkata, West Bengal 700026",CCU-S,i26OQLK,22.522455,88.343871,0,,-0.573714631,-0.590408583,1
Barisha Sabeda Bagan Club,22.488243,88.316653,"25/A, Raja Rammohan Roy Rd, 18 Bigha, Muradpur, Barisha, Kolkata, West Bengal 700008",CCU-S,qPaevBx,22.488243,88.316653,0,,-1.078864505,-1.344555587,3
Haridevpur New Sporting Club,22.480041,88.335754,"55, Banamali Banerjee Rd, Basuri Bagan, Paschim Putiary, Kolkata, West Bengal 700082",CCU-S,qcZQjNW,22.480041,88.335754,0,,-1.199969359,-0.815311634,3
Gandhi Colony Avijan Club,22.523005,88.343971,"4/208, Gandhi Colony, Netaji Nagar, Kolkata, West Bengal 700040",CCU-S,FaN4xCf,22.523005,88.343971,0,,-0.565593726,-0.587637817,1
Naktala Udayan Sangha,22.474385,88.36659,"Naktala, Garia, Kolkata, West Bengal 700047",CCU-S,YslOgIq,22.474385,88.36659,0,,-1.283481801,0.039081672,1
Bidhanpally Adhibasibrinda,22.467784,88.371933,117 bidhan pally kolkata -700048,CCU-S,fYV8FTx,22.467784,88.371933,0,,-1.380947437,0.187123683,1
"41 Pally Club, Haridevpur",22.482926,88.338411,"276, Mahatma Gandhi Rd, Haridevpur, Paschim Putiary, Kolkata, West Bengal 700082",CCU-S,qwavggf,22.482926,88.338411,0,,-1.157371516,-0.741692389,1
Deodar Street Balak Sangha,22.526427,88.360239,15/8 DEODAR STREET KOLKATA 700019,CCU-S,6OlTcJZ,22.526427,88.360239,0,,-0.515066926,-0.136889656,1
Sherwood Estate Puja Committee,22.439922,88.395799,"Garia Main Road, SH 1, Ramchandrapur, Narendrapur, Kolkata, West Bengal 700103",CCU-S,0FsmgF0,22.439922,88.395799,0,,-1.792337761,0.84839462,1
Kalighat Nepal Bhattacharjee Street Club,22.517578,88.340635,"10/9, Nepal Bhattacharjee St, Anami Sangha, Kalighat, Kolkata, West Bengal 700026",CCU-S,CGwP9TV,22.517578,88.340635,0,,-0.645724918,-0.680070561,1
Ketopole Sammilani,22.486515,88.280938,"169, Ho Chi Minh Sarani, Sarsuna Satellite Twp Housing Estate, Behala, Kolkata, West Bengal 700061",CCU-S,kRAvfQT,22.486515,88.280938,0,,-1.104378915,-2.33413455,3
Tridhara Sammilani Durga Puja,22.519548,88.355434,"Near Deshapriya Park, Satyendranath Mazumder Sarani, Dover Terrace, Kolkata- 700025",CCU-S,1AxOv5h,22.519548,88.355434,0,,-0.61663731,-0.270024947,1
Bhowanipore Mitra Bari Durga Puja,22.532572,88.349327,"13, Paddapukur Road, Bhowanipore, Kolkata 700020.",CCU-S,52ewO56,22.532572,88.349327,0,,-0.42433426,-0.439235607,1
Rajpur Sarbojanin Durgotsab,22.427938,88.416713,"Banstala, Aghore Sarani, Kolkata, West Bengal-700150",CCU-S,RCdn3ej,22.427938,88.416713,0,,-1.969284917,1.427872555,1
Naktala Sarbojanin Durga Puja Committee,22.472407,88.366172,"Naktala Rd, Poriya, Naktala, Garia, Kolkata, West Bengal 700047",CCU-S,dzcRhZc,22.472407,88.366172,0,,-1.312687532,0.027499872,1
Madox Square,22.526557,88.35481,"Earle St and, Pankaj Mullick Sarani, Garcha, Ballygunge, Kolkata, West Bengal 700025",CCU-S,65OtyIA,22.526557,88.35481,0,,-0.513147439,-0.287314525,1
97 Palli Bharatmata Puja,22.486988,88.344527,"23 M . N . SEN LANE, MN Sen Ln, Kudghat, Tollygunge, Kolkata, West Bengal 700040",CCU-S,eJHgeIo,22.486988,88.344527,0,,-1.097394936,-0.57223236,1
Sahapur Sarbojanin Durgotsab Committee,22.504519,88.33488,"72 Kailash Pandit Lane, New Alipore, Kolkata-700053",CCU-S,ZdmMJ9r,22.504519,88.33488,0,,-0.838544753,-0.839528126,3
Santoshpur Avenue South Pally Mangal Samity,22.492201,88.37986,"4, Avenue S, Bidhan Colony, Santoshpur, Kolkata, West Bengal 700075",CCU-S,U5hv4Cg,22.492201,88.37986,0,,-1.020423514,0.406762278,1
Barisha Maitree Sangha Durgotsab,22.484116,88.31754,"Nabalia Para Rd, Barisha, Kolkata, West Bengal 700008",CCU-S,QAqjVEQ,22.484116,88.31754,0,,-1.139800829,-1.319978895,3
Nabin Sangha (Rajpur),22.435028,88.427353,"Milan Pally, Kolkata, West Bengal 700150",CCU-S,8EgCZQN,22.435028,88.427353,0,,-1.864599058,1.722682024,1
Bhowanipur Udayan Club Durga Puja,22.528153,88.351379,"1, Benoy bose lane, kolkata-700025",CCU-S,beVmMuA,22.528153,88.351379,0,,-0.489582047,-0.382379496,1
Sahapur Friends Association,22.505973,88.330521,"142, SN Roy Rd, Sahapur, New Alipore, Kolkata, West Bengal 700038",CCU-S,0llvXcH,22.505973,88.330521,0,,-0.817076031,-0.960305802,3
Roy Bahadur Road Netaji Sporting Club,22.49985,88.326195,"247/A/5, Adarshapally, Chamrapatti, Behala, Kolkata, West Bengal 700034",CCU-S,a3OePVm,22.49985,88.326195,0,,-0.907483861,-1.080169125,3
Gopal Nagar Kalyan Sangha Durga Puja,22.501932,88.357504,"321, Prince Anwar Shah Rd, Madar Tala Colony, Tollygunge, Kolkata, West Bengal 700095",CCU-S,Mm7CyFj,22.501932,88.357504,0,,-0.876742541,-0.212670098,1
Behala Nutan Sangha,22.502183,88.319064,"375, Diamond Harbour Rd, Gholeshapur, Behala, Kolkata, West Bengal 700034",CCU-S,2nN7olF,22.502183,88.319064,0,,-0.873036455,-1.277752426,3
Udayan Sangha - Kalikapur,22.502531,88.392032,"13, Dakshin Purbachal Hospital Rd, Kalikapur, South Purbachal, Haltu, Kolkata, West Bengal 700078",CCU-S,e3CN6BX,22.502531,88.392032,0,,-0.867898137,0.744019877,1
Patuli Sarbojanin Durgotsab (Patuli Central Club),22.47454,88.384236,"Patuli Central Club, Patuli Main Rd, Baishnabghata Patuli Twp, Patuli, Kolkata, West Bengal 700094",CCU-S,XvWjVVL,22.47454,88.384236,0,,-1.281193183,0.528010985,1
Brahmapur Harisava Sarbojanin Durgotsav,22.46566,88.36391,"46 harisava math, Brahmapur, N G Park, Bansdroni, Kolkata, West Bengal 700084",CCU-S,OFqBKWk,22.46566,88.36391,0,,-1.412308899,-0.035174848,1
Rupchand Mukherjee Lane Sarbojanin Durgotsab,22.527326,88.345018,"20, Jatin Das Park, Patuapara, Bhowanipore, Kolkata, West Bengal 700025",CCU-S,NvFe3AH,22.527326,88.345018,0,,-0.501792936,-0.558627901,1
Bansdroni Roynagar Unnayan Samity,22.473553,88.360845,"9, NASKARPARA, TOLLYGUNGE, BANSDRONI, Kolkata-700070",CCU-S,pD1GqtP,22.473553,88.360845,0,,-1.295766517,-0.120098816,1
D. N. Ghosh Road Sarbojanin Durgotsav Commitee,22.482359,88.184095,"24, D.N. Ghosh Rd, Maity Para, Samanta Para, Budge Budge, Kolkata, West Bengal 700137",CCU-S,HfgZoEX,22.482359,88.184095,0,,-1.165743432,-5.01742716,3
Kidderpore Pally Saradia,22.543076,88.32135,"16, Hem Chandra St, Andaman Dock, Watganj, Kolkata, West Bengal 700023",CCU-S,26F9Bei,22.543076,88.32135,0,,-0.269239724,-1.214412722,3
Red Star Sporting and Cultural Society,22.498549,88.309245,"Ramkrishna Sarani, Vivekananda Pally, Behala, Kolkata, West Bengal 700060",CCU-S,MPhjWsK,22.498549,88.309245,0,,-0.926693495,-1.549813908,3
Chetla Sarbasadharaner Durgotsab,22.517326,88.339939,"Shop No-69/3B,, Chetla Rd, Kolkata, West Bengal 700027",CCU-S,nvUyYnd,22.517326,88.339939,0,,-0.64944577,-0.69935509,1
Nabarun Samity,22.514586,88.269978,"Santoshpur Govt Colony, Sanpa, Santoshpur, Maheshtala, West Bengal 700140",CCU-S,GsTrnwc,22.514586,88.269978,0,,-0.689902646,-2.637810469,3
Nandibagan Sarbojonin Durgoutsab,22.508281,88.38523,"Nandibagan, P. O. - Haltu, P. S. - Garfa, Kolkata - 700078.",CCU-S,Mjh47E6,22.508281,88.38523,0,,-0.782997757,0.555552395,1
Khidderpur 75 Pally Sarbojanin Durgotsab Committee,22.540289,88.320524,"11C, Khidderpore, Ramanath Pal Road, Watganj, Kolkata, West Bengal 700023",CCU-S,JovzwGm,22.540289,88.320524,0,,-0.310390568,-1.237299247,3
Baishnabghata Patuli Upanagori Sarbojanin Durgotsab Committee,22.473449,88.387067,"J 77 ,Baishnabghata Patuli Township, Kolkata 700094",CCU-S,yoWyDCU,22.473449,88.387067,0,,-1.297302107,0.606451361,1
Barisha Club,22.481256,88.313214,"Santosh Roy Rd, Sakher Bazar, Purba Barisha, Kolkata, West Bengal 700008",CCU-S,juKUW9t,22.481256,88.313214,0,,-1.18202954,-1.439842218,3
Diamond City West Welfare Society,22.484178,88.301672,"18, Ho Chi Minh Sarani, Bakultala, Behala, Kolkata, West Bengal 700061",CCU-S,4uRA7ND,22.484178,88.301672,0,,-1.138885382,-1.759643993,3
Vivekananda Park Atheletic Club,22.481469,88.337014,"76/9, Mahatma Gandhi Rd, Haridevpur, Paschim Putiary, Kolkata, West Bengal 700041",CCU-S,7kEe4sI,22.481469,88.337014,0,,-1.178884534,-0.780399986,1
Kheyali Sangha Durga Puja,22.456002,88.3668,"A-18, South, Bramhapur, Kolkata, 700096",CCU-S,SBcL01n,22.456002,88.3668,0,,-1.554912005,0.04490028,1
Lake Youth Corner Durga Puja,22.510763,88.347226,"16, Dr TN Majumder St, Lake Range, Kalighat, Kolkata, West Bengal 700045",CCU-S,oQQc8fN,22.510763,88.347226,0,,-0.746350324,-0.497449394,1
Barisha Saterpalli Sammilani Durga Puja,22.479781,88.304041,"12/12, Sashan Kalitala Road, Behala, kolkata-700008",CCU-S,apKBz17,22.479781,88.304041,0,,-1.203808333,-1.694004554,3
Srinagar Paschimpara Puja Committee,22.46908,88.402238,"Srinagar West, Near Garia Rly Station,Panchasayar, Kolkata 700094",CCU-S,wvMapId,22.46908,88.402238,0,,-1.36181163,1.026804223,1
Mudiali Club Sarbojanin Durga Puja,22.510006,88.346778,"37, SR Das Rd, Mudiali, Kalighat, Kolkata, West Bengal 700026",CCU-S,x30sQc8,22.510006,88.346778,0,,-0.757527644,-0.509862425,1
Bansdroni Sammlita Sarbojanin Durgotsav Committee,22.473651,88.358048,"10, H.L. SARKAR ROAD, BANSDRONI, Kolkata-700070",CCU-S,qtAhOkT,22.473651,88.358048,0,,-1.294319519,-0.197597132,1
Behala Arounoday Samity,22.501411,88.301092,"Rabindra Nagar No 2, Rabindra Nagar, Behala, Kolkata, West Bengal 700060",CCU-S,Payk4mo,22.501411,88.301092,0,,-0.884435254,-1.775714434,3
Agradoot Durgotsab Samity,22.522025,88.369187,"1A, CORNFIELD ROAD, BALLYGUNGE, KOLKATA 700019",CCU-S,Dt36obH,22.522025,88.369187,0,,-0.580063703,0.111038457,1
C N Roy Road Govt. Housing Estate Durga Puja Committee,22.530905,88.38752,"Chandra Nath Roy Rd, Tiljala, Topsia, Kolkata, West Bengal 700039",CCU-S,w3SJyoU,22.530905,88.38752,0,,-0.448947987,0.61900293,1
Vivekananda Youth Club,22.458979,88.308177,"James Long Sarani, Mukund Das Colony, Thakur Pukur, Kolkata, West Bengal 700063",CCU-S,FIWTA3V,22.458979,88.308177,0,,-1.510955757,-1.579405686,3
Batanagar Newland Puja Committee,22.505262,88.22905,"Das Para, Maheshtala, West Bengal 700140",CCU-S,aAeaRNT,22.505262,88.22905,0,,-0.827574148,-3.771829447,3
Tiljala Yubak Brinda,22.530962,88.381746,"123/B, Picnic Garden Rd, Majdia, Kata Pukur, Tiljala, Kolkata, West Bengal 700039",CCU-S,rePdttp,22.530962,88.381746,0,,-0.448106366,0.459018919,1
Naktala Sammilani,22.478918,88.367753,"Keya Bagan, Ganguly Bagan, Kolkata, West Bengal 700047",CCU-S,GjXtJns,22.478918,88.367753,0,,-1.216550772,0.071305677,1
Barisha Yubak Brinda,22.486077,88.312052,"13, Biren Roy Rd W, Behala Chowrasta, Sakher Bazar, Paschim Barisha, Kolkata, West Bengal 700008",CCU-S,ZDvHTf8,22.486077,88.312052,0,,-1.110846109,-1.472038516,3
Barisha Kumarpara Youngs' Club,22.481595,88.317097,"6/7, Motilal Gupta Rd, Sodepur, Purba Barisha, Kolkata, West Bengal 700008",CCU-S,YLPydaz,22.481595,88.317097,0,,-1.177024109,-1.332253387,3
Santoshpur Trikon Park,22.491825,88.385799,"31, Santoshpur Ave, Adipally Santoshpur, Solak Pally, Haltu, Kolkata, West Bengal 700075",CCU-S,QKZzJZ4,22.491825,88.385799,0,,-1.02597526,0.571318052,1
Nabapalli Sangha Sarbojanin Durgotsab,22.507289,88.343985,"45B, Charu Chandra Ave, Sahanagar, Tollygunge, Kolkata, West Bengal 700033",CCU-S,mLKSxb5,22.507289,88.343985,0,,-0.797644919,-0.58724991,1
Sonarpur Power House Sarbojanin Durgotsab [Sonarpur Recreation Club],22.443127,88.424852,"Sonarpur, Saheb Para, Power House, Kolkata,700150, Sonarpur Station Road, Sonarpur, Kolkata-700150",CCU-S,D0VxhI0,22.443127,88.424852,0,,-1.745015028,1.653385174,1
Jagaran Club Durga Puja,22.501936,88.372702,"Newland, Jadavpur, Kolkata, West Bengal 700075",CCU-S,rK7Ymkx,22.501936,88.372702,0,,-0.87668348,0.208430871,1
Khidderpore Nabarag,22.541824,88.321245,"30A, Watganj, Kolkata, West Bengal 700023",CCU-S,d8TMnpw,22.541824,88.321245,0,,-0.287725859,-1.217322026,3
Narendrapur Greenpark Sarbojanin Durgotsab,22.444532,88.397333,"158, Green Park, Narendrapur, Kolkata, West Bengal 700103",CCU-S,8RFcfVq,22.444532,88.397333,0,,-1.724269805,0.890898166,1
Harinavi Mitra Para,22.418503,88.416064,"Harinavi, Rajpur Sonarpur, West Bengal 700148",CCU-S,P7Wo6YM,22.418503,88.416064,0,,-2.108595365,1.409890286,1
Nabarun Sangha Durga Puja,22.50015,88.323522,"88/7, Roy Bahadur Rd, Barik Para, Gholeshapur, Behala, Kolkata, West Bengal 700034",CCU-S,3thzV4a,22.50015,88.323522,0,,-0.903054276,-1.154231692,3
Swamiji Sarak Young Bengal Club,22.488423,88.329193,"Swamiji Sarak, Behala, Kolkata, West Bengal 700008",CCU-S,Mhv2KAm,22.488423,88.329193,0,,-1.076206754,-0.99710157,3
Haridevpur Vivekananda Sporting Club,22.476351,88.338588,"Mahatma Gandhi Rd, Haridevpur, Paschim Putiary, Kolkata, West Bengal 700082",CCU-S,EWJ31Hs,22.476351,88.338588,0,,-1.254453254,-0.736788134,1
Kalitala Sporting Club,22.506564,88.397225,"126, North Purbachal Kalitala Rd,Purbachal Rd, Kalikapur, Haltu, Kolkata, West Bengal 700078",CCU-S,XS07vmT,22.506564,88.397225,0,,-0.808349749,0.887905739,1
Barisha Milan Mandir,22.487279,88.313958,"4, Biren Roy Rd, Behala Chowrasta, Bata Colony, Barisha, Kolkata, West Bengal 700008",CCU-S,SKs9Koy,22.487279,88.313958,0,,-1.093098238,-1.419227722,3
Sabuj Sathi,22.495623,88.315622,"12, Arcadia, Behala, Kolkata, West Bengal 700034",CCU-S,uLC1Zme,22.495623,88.315622,0,,-0.969896714,-1.373122181,3
Lake Gardens Mitali Sangha,22.50459,88.356847,"170/23 LAKE GARDENS, Trail Path, Lake Gardens, Kolkata, West Bengal 700045",CCU-S,uG5VKsV,22.50459,88.356847,0,,-0.837496418,-0.230874028,1
State Bank Park Sarbojanin Durgotsav,22.467976,88.30903,"133, Diamond Harbour Rd, State Bank Park, Thakur Pukur, Kolkata, West Bengal 700063",CCU-S,iNUwKQB,22.467976,88.30903,0,,-1.378112502,-1.555771054,3
Kasba Shakti Sangha,22.51655,88.381742,"14/1 Jahura Bazar Lane, Kolkata-700042",CCU-S,F5bSLoO,22.51655,88.381742,0,,-0.66090363,0.458908088,1
Kendua Shanti Sangha Sarbojanin Durgotsab Committee,22.471786,88.380237,"45/2 Kendua Main Road , Garia , Kolkata 700084",CCU-S,SvydAz2,22.471786,88.380237,0,,-1.321856773,0.417208065,1
Sunny Seasons Durga Puja,22.445444,88.389111,"Garia.Ramchandrapur, Kamalgachhi More,Kolkata, West Bengal 70015,",CCU-S,voucPua,22.445444,88.389111,0,,-1.710803867,0.663085812,1
Kasba Uttarpara Arabinda Sporting Club,22.520639,88.373708,"57, KN Sen Ln, New Ballygunge, Kasba, Kolkata, West Bengal 700042",CCU-S,4w5C5X8,22.520639,88.373708,0,,-0.600528386,0.236304774,1
Behala 11 Pally Durga Puja [11 Pally Youth Association],22.498462,88.321463,"69, Satyen Roy Rd, Indrajit Pally, Behala, Kolkata, West Bengal 700034",CCU-S,rHDjxiN,22.498462,88.321463,0,,-0.927978075,-1.211281757,3
Baghajatin Udayan Sangha,22.485561,88.371257,"A/86/1, Bijoygarh, Layalka, Jadavpur, Kolkata, West Bengal 700092",CCU-S,tekoTpN,22.485561,88.371257,0,,-1.118464995,0.168393307,1
Baghajatin B And C Block Durgotsav Committee [Baghajatin Sporting Club Durga Puja],22.484086,88.376085,"Baghajatin C Block, Chittaranjan Colony 6, Maidan, Kolkata, West Bengal 700092",CCU-S,8ELMDWa,22.484086,88.376085,0,,-1.140243788,0.302165874,1
Kolahal Gosthi Durga Puja Committe,22.522529,88.330937,"700027, 68/1A, Alipore Rd, Alipore, Kolkata, West Bengal 700027",CCU-S,gtcOkIy,22.522529,88.330937,0,,-0.572622,-0.948779416,3
Balia Baishakhi Sangha,22.465184,88.40057,"Garia Station Road, West Balia, Kolkata-700084",CCU-S,jJkYAoZ,22.465184,88.40057,0,,-1.419337173,0.980587851,1
Kamal Residency Puja Committee,22.447633,88.398922,"Kamalgazi, Narendrapur, Kolkata, West Bengal 700103",CCU-S,S1DOjNf,22.447633,88.398922,0,,-1.678482661,0.934925633,1
Binayak Residency Durgotsav Committee,22.52479,88.370419,"6/5C, 6/5D & 7A, Anil Maitra Rd, Ballygunge Place, Ballygunge, Kolkata, West Bengal 700019",CCU-S,iPJI2KF,22.52479,88.370419,0,,-0.539237695,0.14517429,1
Chanditala Sarbojanin Durgotsab Samity,22.499808,88.330494,"186, Roy Bahadur Rd, Ajoy Nagar, Tara Park, Behala, Kolkata, West Bengal 700053",CCU-S,rXJaxaS,22.499808,88.330494,0,,-0.908104003,-0.961053908,3
Picnic Sebayet Samity,22.528567,88.377627,"219, Picnic Garden Road, Kata Pukur, Kasba, Kolkata, West Bengal",CCU-S,QJnVCGc,22.528567,88.377627,0,,-0.48346922,0.344891081,1
Kalighat Youth Organisation,22.528983,88.344521,"12,Mahamaya Lane, Kol - 26",CCU-S,OCdEtPW,22.528983,88.344521,0,,-0.477326862,-0.572398606,1
Behala Sangathani Durga Puja Committee,22.496608,88.307447,"P/149, B G Press Colony, Behala, Kolkata, West Bengal 700034",CCU-S,ZMqTWSy,22.496608,88.307447,0,,-0.95535291,-1.599632275,3
Capricorn Springfield Flat Owners Association (Pilot Bari),22.472149,88.356649,"Benoy Pally, Aurobindo Park, Kolkata, West Bengal 700070",CCU-S,eFJGy4p,22.472149,88.356649,0,,-1.316496975,-0.236360144,1
Sitalatala Sanghasree Club,22.488128,88.311237,"Madhya Para, Behala Industrial Estate, Behala, Kolkata, West Bengal 700034",CCU-S,0ljA9bx,22.488128,88.311237,0,,-1.080562513,-1.494620256,3
Golf Green Phase II Durga Puja,22.495023,88.363044,"LIG 1/2, Golf Green, Kolkata, West Bengal 700095",CCU-S,F0XFIBo,22.495023,88.363044,0,,-0.978755884,-0.059169679,1
Mukul Sangha Club,22.503599,88.314264,"28, Gabtala Lane, Behala, Kolkata, West Bengal 700060",CCU-S,1Q22Skq,22.503599,88.314264,0,,-0.852128814,-1.410749179,3
Chandranat Chatterjee Street Sarbojanin Durgotsab,22.534751,88.345869,"2/1 A, Chandranath Chatterjee Street, Bhawanipur, Kolkata - 700025",CCU-S,qGDZW88,22.534751,88.345869,0,,-0.392160708,-0.535048685,1
